Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
247,Red,陀螺仪离线,"1.进行重新注册操作查看是否恢复[注册操作指南](https://www.abc.com/zcdj.htm)
2.如果上述不行，则需要更换bmsp板，更换完毕后联系人工服务进行修改机器人id","1. 根据操作指引重新注册陀螺仪
   -  观察是否继续报错?
     -  否：问题解决
     -  是：进入步骤2

2. 根据操作指引更换BMSP板，并联系客服人员修改机器人ID
   -  观察是否继续报错?
     -  否：问题解决
     -  是：建议联系专业的售后技术支持人员获得帮助",
248,Red,"激光雷达修正异常超限(>125mm),检查并复位",,,
249,Red,穿门洞时看不见门洞,,,
24A,Red,"小车直行时发生碰撞,检查并复位",,,
24B,Red,"小车转弯时发生碰撞,检查并复位",,,
251,Red,V5收到路径帧是超时,,,
252,Red,V5第一条路径帧超时,,,
253,Red,V5路径帧超时,,,
254,Red,V5执行压入日志时出错,,,
255,Red,V5帧顺序错乱,,,
2F1,Red,行走时箱子不见了,"引起这个错误可能存在一下几种情况，请按照一下步骤进行检查
1.检查传感器是否存在灰层等脏东西
2.手动遮挡传感器是否状态会发生变化
3.重新拔插传感器Can线
4.以上操作无法解决请联系人工处理","1. 检查传感器是否存在灰层等脏东西
   -  是：进入步骤2
   -  否：进入步骤3

2. 对传感器进行清理
   -  观察是否继续报错?
     -  是：进入步骤3
     -  否：问题解决
    
3. 手动遮挡传感器，观察状态是否发生变化
   - 无：进入步骤4
   - 有：建议联系专业的售后技术支持人员获得帮助

4. 重新拔插传感器CAN线
   -  观察是否继续报错?
     -  是：建议联系专业的售后技术支持人员获得帮助
     -  否：问题解决",
2F2,Red,箱子未成功放入格口,,,
301,Red,翻板不能到预定位置,"引起这个错误可能存在一下几种情况，请按照一下步骤进行检查
1.进行手动翻翻板查看是否能正常翻起和收回，如果不想则进行第二点操作，还是不行则进行第三点操作，如果可以正常翻板则直接进行第二点操作。
2.进行重新注册电机
3.联系人工服务进行电机对零位操作","1. 首先确认是否全部小车都出现这类问题
   - 是：进入步骤2
   - 否：进入步骤3
2. 确保车服设置界面开启翻板选项，并在json配置文件中正确设置翻板角度值。
   - 设置完成后，观察是否继续报错?
     - 是：进入步骤3
     - 否：问题解决
3. 进行手动翻板测试，查看是否能正常翻起和收回?
   - 是：查询日志，确认小车动作是否和设置的数值一致?
     - 不一致： 进入步骤5
     - 一致：建议联系专业的售后技术支持人员获得帮助
   - 否：进入步骤4
4. 根据视频指引重新注册电机
   - 观察是否继续报错?
     -  是：进入步骤5
     -  否：问题解决
5. 根据操作指引进行电机对零位操作
   - 观察是否继续报错?
     -  是：建议联系专业的售后技术支持人员获得帮助
     -  否：问题解决",
302,Red,翻板电机离线,"1. 重新注册电机 
   请尝试重新注册左电机，操作指引请访问：[注册操作指南](https://www.abc.com/zcdj.htm)。

2. 硬件检查 
   如果问题仍然存在，请按照以下步骤进行硬件检查：
   - 将机器人从平台上移开。
   - 检查左电机的连接线是否松动，尝试重新插拔连接线。
   - 检查连接线后，观察电机上的状态指示灯。指示灯是否正常亮起？
   - 如果指示灯不亮，电机可能损坏，需要更换左电机。请参考：[更换操作指南](https://www.abc.com/ghzdj.htm)。
   - 如果指示灯亮起，表示电机本身可能正常。请将机器人放回平台，打开电源，并再次查看RCS系统中机器人的硬件信息，确认左电机是否仍显示离线状态。
   - 如果还是离线，建议联系专业的售后技术支持人员获得帮助","1. 按照视频指引重新注册电机
   - 将机器人放回平台，打开电源，观察是否继续报错?
    - 否：问题解决
    - 是：进入步骤2

2. 检查翻板电机的连接线是否松动，尝试重新插拔连接线
   - 打开电源，观察电机上的状态指示灯
    - 不亮：进入步骤3
    - 亮：进入步骤4

3. 电机可能损坏，尝试按照操作视频更换翻板电机
   - 将机器人放回平台，打开电源，观察是否继续报错?
     - 是：建议联系专业的售后技术支持人员获得帮助
     - 否：问题解决

4. 将机器人放回平台，打开电源，观察是否继续报错?
    - 是：建议联系专业的售后技术支持人员获得帮助
    - 否：问题解决",
303,Red,前皮带机电机离线,"1. 重新注册电机 
   请尝试重新注册左电机，操作指引请访问：[注册操作指南](https://www.abc.com/zcdj.htm)。

2. 硬件检查 
   如果问题仍然存在，请按照以下步骤进行硬件检查：
   - 将机器人从平台上移开。
   - 检查左电机的连接线是否松动，尝试重新插拔连接线。
   - 检查连接线后，观察电机上的状态指示灯。指示灯是否正常亮起？
   - 如果指示灯不亮，电机可能损坏，需要更换左电机。请参考：[更换操作指南](https://www.abc.com/ghzdj.htm)。
   - 如果指示灯亮起，表示电机本身可能正常。请将机器人放回平台，打开电源，并再次查看RCS系统中机器人的硬件信息，确认左电机是否仍显示离线状态。
   - 如果还是离线，建议联系专业的售后技术支持人员获得帮助","1. 按照视频指引重新注册电机
   - 将机器人放回平台，打开电源，观察是否继续报错?
    - 否：问题解决
    - 是：进入步骤2

2. 检查前皮带机电机的连接线是否松动，尝试重新插拔连接线
   - 打开电源，观察电机上的状态指示灯
    - 不亮：进入步骤3
    - 亮：进入步骤4

3. 电机可能损坏，尝试按照操作视频更换前皮带机电机
   - 将机器人放回平台，打开电源，观察是否继续报错?
     - 是：建议联系专业的售后技术支持人员获得帮助
     - 否：问题解决

4. 将机器人放回平台，打开电源，观察是否继续报错?
    - 是：建议联系专业的售后技术支持人员获得帮助
    - 否：问题解决","工单：SHD20250306005

解决方案：更换霍尔板并重新注册电机后恢复正常"
304,Red,后皮带机电机离线,"1. 重新注册电机 
   请尝试重新注册左电机，操作指引请访问：[注册操作指南](https://www.abc.com/zcdj.htm)。

2. 硬件检查 
   如果问题仍然存在，请按照以下步骤进行硬件检查：
   - 将机器人从平台上移开。
   - 检查左电机的连接线是否松动，尝试重新插拔连接线。
   - 检查连接线后，观察电机上的状态指示灯。指示灯是否正常亮起？
   - 如果指示灯不亮，电机可能损坏，需要更换左电机。请参考：[更换操作指南](https://www.abc.com/ghzdj.htm)。
   - 如果指示灯亮起，表示电机本身可能正常。请将机器人放回平台，打开电源，并再次查看RCS系统中机器人的硬件信息，确认左电机是否仍显示离线状态。
   - 如果还是离线，建议联系专业的售后技术支持人员获得帮助","1. 按照视频指引重新注册电机
   - 将机器人放回平台，打开电源，观察是否继续报错?
    - 否：问题解决
    - 是：进入步骤2

2. 检查前皮带机电机的连接线是否松动，尝试重新插拔连接线
   - 打开电源，观察电机上的状态指示灯
    - 不亮：进入步骤3
    - 亮：进入步骤4

3. 电机可能损坏，尝试按照操作视频更换后皮带机电机
   - 将机器人放回平台，打开电源，观察是否继续报错?
     - 是：建议联系专业的售后技术支持人员获得帮助
     - 否：问题解决

4. 将机器人放回平台，打开电源，观察是否继续报错?
    - 是：建议联系专业的售后技术支持人员获得帮助
    - 否：问题解决",
402,Red,在地毯上探测不到RFID,"1、打开磁条图界面，查看霍尔是否正常，是否读取到RFID
  - 如果霍尔显示异常，按照视频操作进行校准霍尔，如果霍尔还是显示异常，请按照视频操作更换霍尔板
  - 机器人没有偏离的情况下，确认是否可以读取到地毯的RFID值，如果读取不到，请更换地毯，并重新修改码文件中此坐标位置的RFID值 ","1. 打开磁条图界面，查看霍尔是否正常
   -  否：进入步骤2
   -  是：进入步骤4

2. 按照视频指引校准霍尔
   - 观察是否继续报错?
     -  是：进入步骤3
     -  否：问题解决

3. 按照视频指引更换霍尔板
   - 观察是否继续报错?
     -  是：进入步骤4
     -  否：问题解决

4. 观察机器人是否有偏移
   - 是：进入步骤5
   - 否：建议联系专业的售后技术支持人员获得帮助

5. 确认是否可以读取到地毯的RFID值
   - 否：进入步骤6
   - 是：建议联系专业的售后技术支持人员获得帮助

6. 更换地毯，并重新修改码文件中此坐标位置的RFID值
   - 观察是否继续报错?
     -  是：建议联系专业的售后技术支持人员获得帮助
     -  否：问题解决",
40B,Orange,（AC）授时超时,,,
40D,Red,CAN总线故障警告,"1、RCS机器人列表页面读取硬件信息，查看是否有离线的
  如果报错频繁，是否造成了频繁急停

2、如果是 要进行硬件排查
- 先把所有的CAN线更换插口，然后放回平台随机跑
如果还是会出现CAN总线故障的报错
 - 第一步：更换所有电机连接线，然后放回平台继续随机跑
如果还是会出现CAN总线故障的报错
 -  第二步：更换电机（先更换一个电机，进行随机跑测试，如果报错信息还是存在，继续更换另一个电机，逐个更换测试），然后放回平台继续随机跑
如果还是会出现CAN总线故障的报错
  - 第三步：更换电源板
  - 如果还是离线，建议联系专业的售后技术支持人员获得帮助。","1. 把所有的CAN线更换插口
   - 机器人放回平台随机跑，观察是否继续报错?
     -  否：问题解决
     -  是：进入步骤2

2. 更换所有电机的连接线
   - 机器人放回平台随机跑，观察是否继续报错?
     -  否：问题解决
     -  是：进入步骤3

3. 按照视频指引更换左电机并重新注册
   - 机器人放回平台随机跑，观察是否继续报错?
     -  否：问题解决
     -  是：进入步骤4

4. 按照视频指引更换右电机并重新注册
   - 机器人放回平台随机跑，观察是否继续报错?
     -  否：问题解决
     -  是：进入步骤5

5. 按照视频指引更换电源板
   - 机器人放回平台随机跑，观察是否继续报错?
     -  否：问题解决
     -  是：建议联系专业的售后技术支持人员获得帮助",
40F,Red,CAN帧发送缓冲溢出故障警告,,,
410,Red,电池欠压警告,"RCS机器人列表检测该机器人电压

1、单台电压过低
-如果只有只有单台机器人，请检查该机器人是否可手动充电
-如无法充电，可使用砂纸打磨机器人极板，去除氧化层。
-仍然无法充电请在机器人页面，查看此机器人电压差，是否超过100。超过100需平衡电池电压
2、批量电压过低
-如出现多台机器人电压过低，请检查充电桩，可从RCS右下角充电波形图进行查看。
-确定问题充电桩，查看充电桩是否通电。
-查看充电桩位置是否正确。
","1. 确认是否只有一台机器人电压过低
   - 是：进入步骤2
   - 否：进入步骤6

2. 检查该机器人是否可手动充电
   - 否：进入步骤3
   - 是：建议联系专业的售后技术支持人员获得帮助

3. 使用砂纸打磨机器人极板，去除氧化层，确认是否可以充电
   - 否：进入步骤4
   - 是：问题解决

4. 查看机器人电压差是否超过100
   - 是：进入步骤5
   - 否：问题解决

5. 根据操作指引平衡电池电压，确认是否可以充电
   - 否：建议联系专业的售后技术支持人员获得帮助
   - 是：问题解决

6. 查看RCS右下角充电波形图，确定是否存在异常的充电桩
   - 否：建议联系专业的售后技术支持人员获得帮助
   - 是：进入步骤7

7. 查看问题充电桩是否能通电，以及位置是否正确
   - 否：建议联系专业的售后技术支持人员获得帮助
   - 是：调整充电桩位置，重新插拔电源线
    - 观察是否继续报错?
      - 是：建议联系专业的售后技术支持人员获得帮助
      - 否：问题解决",
413,Red,无地毯定位,"先摆正继续运行，如果频繁报错，进行以下排查
  - 检查发生错误地毯有无异物
  - 检查发生错误地毯附近是否有轮子摩擦时产生的橡胶块装物，有则需要铲除
  - 校准霍尔（机器人不要触碰地毯，电机机器人的C按钮直到BC按钮在闪烁，按两次A按钮灯带三个灯闪三次，然后依次按CBA恢复）
  - 校准轮径（将机器人放到地毯正中间，保证机器人前方七个地毯没有其他机器人或者障碍物，按C按钮知道AC按钮闪烁，再按两次A按钮，等待机器人来回运行结束后三个按钮闪烁三次，依次按CBA恢复），校准完轮径之后，放回平台继续运行观察。

如果问题还是存在，请进行硬件检查
  - 检查左右两侧轮子是否在开机的状态下能锁紧，如果锁不紧则重新注册 [注册操作指南](https://www.abc.com/zcdj.htm)，注册还是不行则更换电机后重新注册
如果还是反复出现错误联系人工处理","1. 机器人摆正
   -  观察是否继续报错?
     -  是：进入步骤2
     -  否：问题解决

2. 地毯周边是否有异物
   -  是：清理异物，观察是否继续报错?
     -  是：进入步骤3
     -  否：问题解决
   -  否：进入步骤3

3. 按照视频指引校准霍尔
   -  观察是否继续报错?
     -  是：进入步骤4
     -  否：问题解决

4. 按照视频指引校准轮径
   -  观察是否继续报错?
     -  是：进入步骤5
     -  否：问题解决

5. 检查左右两侧轮子在开机的状态下是否能锁紧
   - 能：建议联系专业的售后技术支持人员获得帮助
   - 不能：进入步骤6

6. 按照视频指引重新注册电机
   - 观察是否继续报错?
     -  是：进入步骤7
     -  否：问题解决

7. 按照视频指引更换左电机并重新注册
   - 观察是否继续报错?
     - 是：进入步骤8
     -  否：问题解决

8. 按照视频指引更换右电机并重新注册
   - 观察是否继续报错?
     - 是：建议联系专业的售后技术支持人员获得帮助
     -  否：问题解决",
415,Red,行驶过程中发现地毯方向错误,"1.检查发生错误地毯的方向是否正确，是否是统一朝向
2.如果方向正确则把地毯翻过来检查磁条是否脱落或者发生偏移
3.以上操作无法解决则转人工服务","1. 检查发生错误的地毯方向跟其它地毯是否一致
   -  不一致：进入步骤2
   -  一致：进入步骤3

2. 调整地毯方向，确保所有地毯方向一致
   -  观察是否继续报错?
     -  是：进入步骤3
     -  否：问题解决

3. 检查地毯背面的磁条是否安装牢固或偏移，请重新安装到位
   -  观察是否继续报错?
     -  是：建议联系专业的售后技术支持人员获得帮助
     -  否：问题解决",
416,Red,旋转式角度值不到位(相差>3°),,,
417,Red,小车停车时发生碰撞,,,
418,Red,车道避障检测警告,,,
419,Red,路径执行时电压偏低,,,
431,Red,陀螺仪长时间未定位,"在陀螺仪在线的情况下，机器人超过30分钟没有地毯定位的情况下就会报错
将机器人放正即可恢复","1. 将机器人放在地毯的正中间
   -  稍候观察是否继续报错?
     -  是：建议联系专业的售后技术支持人员获得帮助
     -  否：问题解决",
433,Red,车身意外旋转（陀螺仪角和左右轮角偏差过大）,校准霍尔（机器人不要触碰地毯，电机机器人的C按钮直到BC按钮在闪烁，按两次A按钮灯带三个灯闪三次，然后依次按CBA恢复）,"1. 按照视频指引校准霍尔
   -  观察是否继续报错?
     -  是：建议联系专业的售后技术支持人员获得帮助
     -  否：问题解决",
434,Orange,行走打滑,"先摆正继续运行，如果频繁报错，进行以下排查
  - 检查发生错误地毯有无异物
  - 检查发生错误地毯附近是否有轮子摩擦时产生的橡胶块装物，有则需要铲除
  - 校准轮径（将机器人放到地毯正中间，保证机器人前方七个地毯没有其他机器人或者障碍物，按C按钮知道AC按钮闪烁，再按两次A按钮，等待机器人来回运行结束后三个按钮闪烁三次，依次按CBA恢复），校准完轮径之后，放回平台继续运行观察。

如果问题还是存在，进行硬件检查
  - 检查左右两侧轮子是否在开机的状态下能锁紧，如果锁不紧则重新注册 [注册操作指南](https://www.abc.com/zcdj.htm)，注册还是不行则更换电机后重新注册
如果还是反复出现错误联系人工处理","1. 机器人摆正
   -  观察是否继续报错?
     -  是：进入步骤2
     -  否：问题解决

2. 地毯周边是否有异物
   -  是：清理异物，观察是否继续报错?
     -  是：进入步骤3
     -  否：问题解决
   -  否：进入步骤3

3. 按照视频指引校准轮径
   -  观察是否继续报错?
     -  是：进入步骤4
     -  否：问题解决

4. 检查左右两侧轮子在开机的状态下是否能锁紧
   - 能：建议联系专业的售后技术支持人员获得帮助
   - 不能：进入步骤5

5. 按照视频指引重新注册电机
   - 观察是否继续报错?
     -  是：进入步骤6
     -  否：问题解决

6. 按照视频指引更换左电机并重新注册
   - 观察是否继续报错?
     - 是：进入步骤7
    -  否：问题解决

7. 按照视频指引更换右电机并重新注册
   - 观察是否继续报错?
     - 是：建议联系专业的售后技术支持人员获得帮助
    -  否：问题解决",
435,Red,无桩点地图数据,,,
436,Orange,雷达离线警告(3秒内),,,
4102,Red,1号电机编码器故障,"1号电机是左侧驱动轮电机，先检查电机连线是否完好
或者重新开关机，看电机是否可以正常运行，是否仍旧报错
如果始终报编码器故障，可以通过更换电机电路板或电机总成解决
如果小车可以正常运行，也可以再观察继续
以上操作无法解决则转人工服务","1. 重新开关机，看电机是否可以正常运行
   -  观察是否继续报错?
     -  是：进入步骤2
     -  否：问题解决

2. 检查电机连接线是否完好，尝试更换或重新插拔连接线
   -  观察是否继续报错?
     -  是：进入步骤3
     -  否：问题解决

3. 更换电机电路板或电机总成
   -  观察是否继续报错?
     -  是：建议联系专业的售后技术支持人员获得帮助
     -  否：问题解决",
4108,Red,1号电机短路,"1号电机是左侧驱动轮电机，输出短路，一般是瞬间的
1.如果自动恢复那就没关系，不需要处理
2.电机解锁，重启下机器人，如果无法恢复则进行重新注册",,
410A,Red,1号电机过电流,"1号电机是左侧驱动轮电机，先看小车是否发生碰撞，或平台是否有杂物干扰小车运行
清理之后摆正小车在地毯中间，重新启动
如果仍然报电机过电流，可以重新启动小车，关机一分钟，再开机
如果始终报错则需要更换电机
以上操作无法解决则转人工服务","1. 机器人是否发生碰撞，或平台是否有杂物干扰机器人运行
   -  是：进入步骤2
   -  否：进入步骤3

2. 清理杂物，然后把机器人放到地毯中间，重新启动
   -  观察是否继续报错?
     -  是：进入步骤3
     -  否：问题解决

3. 机器人关机一分钟后再开机
   -  观察是否继续报错?
     -  是：进入步骤4
     -  否：问题解决

4. 根据操作视频更换电机
   - 观察是否继续报错?
     -  是：建议联系专业的售后技术支持人员获得帮助
     -  否：问题解决",
4202,Red,2号电机编码器故障,"2号电机是右侧驱动轮电机，先检查电机连线是否完好
或者重新开关机，看电机是否可以正常运行，是否仍旧报错
如果始终报编码器故障，可以通过更换电机电路板或电机总成解决
如果小车可以正常运行，也可以再观察继续
以上操作无法解决则转人工服务","1. 重新开关机，看电机是否可以正常运行
   -  观察是否继续报错?
     -  是：进入步骤2
     -  否：问题解决

2. 检查电机连接线是否完好，尝试更换或重新插拔连接线
   -  观察是否继续报错?
     -  是：进入步骤3
     -  否：问题解决

3. 更换电机电路板或电机总成
   -  观察是否继续报错?
     -  是：建议联系专业的售后技术支持人员获得帮助
     -  否：问题解决",
4208,Red,2号电机短路,"2号电机是右侧驱动轮电机，输出短路，一般是瞬间的
1.如果自动恢复那就没关系，不需要处理
2.电机解锁，重启下机器人，如果无法恢复则进行重新注册",,
420A,Red,2号电机过电流,"2号电机是右侧驱动轮电机，先看小车是否发生碰撞，或平台是否有杂物干扰小车运行
清理之后摆正小车在地毯中间，重新启动
如果仍然报电机过电流，可以重新启动小车，关机一分钟，再开机
如果始终报错则需要更换电机
以上操作无法解决则转人工服务","1. 机器人是否发生碰撞，或平台是否有杂物干扰机器人运行
   -  是：进入步骤2
   -  否：进入步骤3

2. 清理杂物，然后把机器人放到地毯中间，重新启动
   -  观察是否继续报错?
     -  是：进入步骤3
     -  否：问题解决

3. 机器人关机一分钟后再开机
   -  观察是否继续报错?
     -  是：进入步骤4
     -  否：问题解决

4. 根据操作视频更换电机
   - 观察是否继续报错?
     -  是：建议联系专业的售后技术支持人员获得帮助
     -  否：问题解决",
4302,Red,3号电机编码器故障,"3号电机是翻版电机，先检查电机连线是否完好
或者重新开关机，看电机是否可以正常运行，是否仍旧报错
如果始终报编码器故障，可以通过更换电机电路板或电机总成解决
如果小车可以正常运行，也可以再观察继续
以上操作无法解决则转人工服务","1. 重新开关机，看电机是否可以正常运行
   -  观察是否继续报错?
     -  是：进入步骤2
     -  否：问题解决

2. 检查电机连接线是否完好，尝试更换或重新插拔连接线
   -  观察是否继续报错?
     -  是：进入步骤3
     -  否：问题解决

3. 更换电机电路板或电机总成
   -  观察是否继续报错?
     -  是：建议联系专业的售后技术支持人员获得帮助
     -  否：问题解决",
4308,Red,3号电机短路,"3号电机是翻版电机，输出短路，一般是瞬间的
1.如果自动恢复那就没关系，不需要处理
2.电机解锁，重启下机器人，如果无法恢复则进行重新注册",,
430A,Red,3号电机过电流,"3号电机是翻版电机，先看小车是否发生碰撞，或翻版是否有杂物干扰翻版翻动
清理之后摆正小车在地毯中间，重新启动
如果仍然报电机过电流，可以重新启动小车，关机一分钟，再开机
如果始终报错则需要更换电机
以上操作无法解决则转人工服务","1. 机器人是否发生碰撞，或平台是否有杂物干扰机器人运行
   -  是：进入步骤2
   -  否：进入步骤3

2. 清理杂物，然后把机器人放到地毯中间，重新启动
   -  观察是否继续报错?
     -  是：进入步骤3
     -  否：问题解决

3. 机器人关机一分钟后再开机
   -  观察是否继续报错?
     -  是：进入步骤4
     -  否：问题解决

4. 根据操作视频更换电机
   - 观察是否继续报错?
     -  是：建议联系专业的售后技术支持人员获得帮助
     -  否：问题解决",
601,Red,（AC）AP超过30ms无应答,"引起这个错误可能存在一下几种情况，请按照一下步骤进行检查
1.在RCS界面点击Ctrl＋K查看报错AP的状态
2.如果AP处于offline，则需要检查AP的网线是否正常，电源是否正常
3.如果AP处于online，那需要看界面中AP的成功率百分比，如果低于百分之98则需要检查AP的两根天线柱子是否拧紧，天线底座是否和金属有接触需要绝缘，再去ping它的ip -t查看是否有超时，如果有则检查夏网络通讯和网线","1. 在RCS界面查看报错AP的状态（通过按下Ctrl＋K快速查看）
   -  AP是否处于离线状态
     -  是： 进入步骤4
     -  否： 进入步骤2

2. 查看AP的通信成功率
   -  是否低于98%
     -  是： 进入步骤3
     -  否： 建议联系专业的售后技术支持人员获得帮助

3. 检查AP的两根天线柱子是否拧紧，尝试重新拧紧，并且避免天线底座跟金属有接触
   -  观察是否继续报错?
     -  是： 进入步骤4
     -  否： 问题解决

4. 检查AP的网线和电源是否正常，尝试重新插拔网线和电源线
   -  观察是否继续报错?
     -  是： 建议联系专业的售后技术支持人员获得帮助
     -  否： 问题解决",
602,Red,（AC）AP与机器人通讯失败超过30次,"引起这个错误可能存在一下几种情况，请按照一下步骤进行检查
如果只是单一的某台或者某两台机器人出现这个报错，
1.在RCS界面点击Ctrl＋K，在弹窗的左侧找到当前机器人，查看通讯功率是否过低，如果过低则需要打开机器人检测，大概率是无线通讯模块有问题，如果正常也需要打开检测
2.打开机器人后查看无线模块是否松动，如果松动则进行紧固后加入rcs随机跑测试
3.如果没有松动则换新的无线模块或者和正常机器人进行交换，加入RCS随机跑进行检测查看是否报错机器人编号更换了，一边确定是否是无线模块损坏
如果是所有机器人都会出现这个报错
那么就需要检查信道是否有冲突，联系人工服务处理","1. 确认是否只有少数几台机器人出现这个报错
   - 是：进入步骤2
   - 否：信道可能有冲突，建议联系专业的售后技术支持人员获得帮助

2. 检查无线模块是否松动
   - 是：进入步骤3
   - 否：进入步骤4

3. 重新安装无线模块，加入RCS进行随机跑测试
   - 观察是否继续报错?
     - 是：进入步骤4
     - 否：问题解决

4. 更换新的无线模块或者和正常机器人进行交换，加入RCS进行随机跑测试
   - 观察是否继续报错?
     - 是：建议联系专业的售后技术支持人员获得帮助
     - 否：问题解决",
603,Red,（AC）AC回环自测失败,,,
701,Red,路径结束无地毯定位,,,
702,Red,机器人请求车服启动,"当在机器人上按A按钮时会发送启动请求
1.如果机器人报错没有在正确的位置请求会失败，需要摆放到地毯正中间再次点击A按钮
2.如果机器人本身有问题一直报错也是无法正常请求启动的，需要维修机器人或者删除机器人","1. 将机器人摆放到地毯正中间，按下机器人上的A按钮
   - 观察是否继续报错?
    - 是：建议联系专业的售后技术支持人员获得帮助
    - 否：问题解决",
703,Red,机器人头部按键事件,,,
704,Red,手动被按暂停,"可以先按机器人上的ABC三个按键中的A按键进行恢复，引起这个错误可能存在一下几种情况，请按照一下步骤进行检查
1.可能是人为按了或者误触了机器人上的B按钮导致机器人暂停
2.检查机器人的按键板是否发生错位导致机器人在运行的时候由于按键板错位导致按钮被误触了，如果是则需要进行调整","1. 尝试按下机器人上的A按钮
   - 观察是否继续报错?
     - 是：进入步骤2
     - 否：问题解决

2. 检查机器人的按键板是否发生错位
   - 是：进入步骤3
   - 否：建议联系专业的售后技术支持人员获得帮助

3. 调整按键板位置
   - 观察是否继续报错?
     - 是：建议联系专业的售后技术支持人员获得帮助
     - 否：问题解决",
611,Red,迷你车欠压,,,
612,Red,迷你车过压,,,
613,Red,迷你车充电过流,,,
614,Red,迷你车放电过流,,,
615,Red,迷你车放电短路,,,
616,Red,迷你车电芯过热,,,
617,Red,迷你车电芯过冷,,,
901,Red,No Description,"工单：SHD20250217010
解决方案：更换BMSP板后恢复正常",,
